Index,Name,Position,High Score,High Rebound,High Assist,High Steal,High Field Goals,High Free Throes,High Three Pointers,High Block,Total Games,Total Points,Hall Of Famer,Points,Asists,Rebound,Pie,Height,Weight,Country,Previous Team,Age,Birthdate,Draft,Experience,Total Awards
4465,Jim Ware,Forward,10 ,--,--,--,5 ,--,--,--,63,143,FALSE,2.3,0.2,2.3,--,"6'7"" (2.01m)",210lb (95kg),USA,Oklahoma City,--,"May 2, 1944",1966 R3 Pick 26,2 Years,0
4466,Ben Warley,Forward,11 ,--,1 ,--,3 ,5 ,--,--,288,1767,FALSE,6.1,0.7,5.3,--,"6'5"" (1.96m)",200lb (91kg),USA,Tennessee State,--,"September 4, 1936",1961 R1 Pick 6,5 Years,0
4467,Bob Warlick,Guard,21 ,--,4 ,--,9 ,6 ,--,--,157,1184,FALSE,7.5,2,2.9,--,"6'5"" (1.96m)",200lb (91kg),USA,Pepperdine,--,"March 20, 1941",Undrafted,4 Years,0
4468,Cornell Warner,Forward,15 ,13 ,5 ,1 ,6 ,5 ,--,2 ,445,2860,FALSE,6.4,1.1,7.5,--,"6'9"" (2.06m)",220lb (100kg),USA,Jackson State,--,"August 12, 1948",1970 R2 Pick 24,7 Years,0
4469,Jameel Warney,--,--,--,--,--,--,--,--,--,3,17,FALSE,5.7,--,3,--,"6'8"" (2.03m)",260lb (118kg),USA,Stony Brook,--,"January 31, 1994",Undrafted,1 Year,0
4470,Johnny Warren,Guard,2 ,--,1 ,--,1 ,--,--,--,303,1814,FALSE,6,1.9,2.3,--,"6'3"" (1.91m)",180lb (82kg),USA,St. John's (NY),--,"July 7, 1947",1969 R1 Pick 11,5 Years,0
4471,T.J. Warren,Forward,23 ,8 ,4 ,5 ,9 ,7 ,4 ,1 ,374,5456,FALSE,7.5,1,2.9,9,"6'8"" (2.03m)",220lb (100kg),USA,North Carolina State,29 years,"September 5, 1993",2014 R1 Pick 14,7 Years,0
4472,Willie Warren,Guard,--,--,--,--,--,--,--,--,19,37,FALSE,1.9,1.4,0.6,--,"6'4"" (1.93m)",203lb (92kg),USA,Oklahoma,--,"October 22, 1989",2010 R2 Pick 54,2 Years,0
4473,Bryan Warrick,Guard,--,--,--,--,--,--,--,--,169,677,FALSE,4,2.6,1.3,--,"6'5"" (1.96m)",195lb (88kg),USA,St. Joseph's (PA),--,"July 22, 1959",1982 R2 Pick 25,4 Years,0
4474,Hakim Warrick,--,11 ,4 ,--,1 ,2 ,7 ,--,--,526,4947,FALSE,9.4,0.8,4,--,"6'9"" (2.06m)",219lb (99kg),USA,Syracuse,--,"July 8, 1982",2005 R1 Pick 19,8 Years,0
4475,Chris Washburn,Center,4 ,1 ,1 ,--,1 ,2 ,--,--,72,222,FALSE,3.1,0.3,2.4,--,"6'11"" (2.11m)",225lb (102kg),USA,North Carolina State,--,"May 13, 1965",1986 R1 Pick 3,2 Years,0
4476,Julian Washburn,Forward-Guard,--,--,--,--,--,--,--,--,18,40,FALSE,2.2,0.8,2.3,--,"6'8"" (2.03m)",209lb (95kg),USA,Texas-El Paso,--,"December 18, 1991",2015,2 Years,0
4477,Bobby Washington,Guard,--,--,--,--,--,--,--,--,116,700,FALSE,6,3.6,2,--,"5'11"" (1.80m)",175lb (79kg),USA,Eastern Kentucky,--,"July 11, 1947",Undrafted,2 Years,0
4478,Darius Washington,--,--,--,--,--,--,--,--,--,18,53,FALSE,2.9,0.8,1.1,--,"6'2"" (1.88m)",195lb (88kg),USA,Memphis,--,"December 6, 1985",Undrafted,2 Years,0
4479,Duane Washington,Guard,--,--,--,--,--,--,--,--,19,54,FALSE,2.8,2.1,1.3,--,"6'4"" (1.93m)",195lb (88kg),USA,Middle Tennessee State,--,"August 31, 1964",1987 R2 Pick 36,2 Years,0
4480,Dwayne Washington,Guard,--,--,--,--,--,--,--,--,194,1660,FALSE,8.6,3.8,1.9,--,"6'2"" (1.88m)",190lb (86kg),USA,Syracuse,--,"January 6, 1964",1986 R1 Pick 13,3 Years,0
4481,Eric Washington,Forward-Guard,--,--,--,--,--,--,--,--,104,716,FALSE,6.9,1,2.1,--,"6'4"" (1.93m)",190lb (86kg),USA,Alabama,--,"March 24, 1974",1997 R2 Pick 46,3 Years,0
4482,Jim Washington,Forward,24 ,--,4 ,--,10 ,7 ,--,--,774,8168,FALSE,10.6,1.4,8.6,--,"6'7"" (2.01m)",210lb (95kg),USA,Villanova,--,"July 1, 1943",1965 R1 Pick 6,11 Years,0
4483,Kermit Washington,Forward,15 ,18 ,6 ,4 ,7 ,3 ,--,2 ,507,4666,FALSE,9.2,1.4,8.3,--,"6'8"" (2.03m)",230lb (104kg),USA,American,--,"September 17, 1951",1973 R1 Pick 5,10 Years,2
4484,P.J. Washington,Forward,--,--,--,--,--,--,--,--,260,3346,FALSE,15.7,2.4,4.9,8.3,"6'7"" (2.01m)",230lb (104kg),USA,Kentucky,24 years,"August 23, 1998",2019 R1 Pick 12,3 Years,1
4485,Richard Washington,Forward,21 ,7 ,2 ,3 ,10 ,2 ,--,3 ,351,3456,FALSE,9.8,1.2,6.3,--,"6'10"" (2.08m)",220lb (100kg),USA,UCLA,--,"July 15, 1955",1976 R1 Pick 3,6 Years,0
4486,Stan Washington,Guard,--,--,--,--,--,--,--,--,1,0,FALSE,--,--,--,--,"6'4"" (1.93m)",190lb (86kg),USA,San Diego,--,"January 23, 1952",1974 R4 Pick 66,1 Year,0
4487,Wilson Washington,Forward,--,--,--,--,--,--,--,--,100,731,FALSE,7.3,0.6,4.5,--,"6'9"" (2.06m)",227lb (103kg),USA,Old Dominion,--,"August 3, 1955",1977 R2 Pick 25,2 Years,0
4488,Duane Washington Jr.,Guard,--,--,--,--,--,--,--,--,79,717,FALSE,7.9,2,1.2,8,"6'2"" (1.88m)",197lb (89kg),Germany,Ohio State,23 years,"March 24, 2000",Undrafted,1 Year,0
4489,TyTy Washington Jr.,Guard,--,--,--,--,--,--,--,--,31,145,FALSE,4.7,1.5,1.5,5.7,"6'3"" (1.91m)",195lb (88kg),USA,Kentucky,21 years,"November 15, 2001",2022 R1 Pick 29,Rookie,0
4490,Yuta Watanabe,Guard-Forward,3 ,1 ,--,--,1 ,--,1 ,--,179,778,FALSE,5.6,0.8,2.4,7.6,"6'8"" (2.03m)",215lb (98kg),Japan,George Washington,28 years,"October 13, 1994",Undrafted,4 Years,0
4491,Tremont Waters,--,3 ,1 ,2 ,1 ,1 ,1 ,--,--,40,149,FALSE,3.7,2.1,0.9,--,"5'10"" (1.78m)",175lb (79kg),USA,Louisiana State,--,"January 10, 1998",2019 R2 Pick 51,3 Years,0
4492,Lindy Waters III,Forward,--,--,--,--,--,--,--,--,66,413,FALSE,5.2,0.7,1.8,7.3,"6'6"" (1.98m)",210lb (95kg),USA,Oklahoma State,25 years,"July 28, 1997",Undrafted,1 Year,0
4493,Trendon Watford,Forward,--,--,--,--,--,--,--,--,110,823,FALSE,7.4,2.1,3.8,9.7,"6'8"" (2.03m)",237lb (108kg),USA,Louisiana State,22 years,"November 9, 2000",Undrafted,1 Year,0
4494,Darryl Watkins,Center,--,--,--,--,--,--,--,--,14,35,FALSE,2.5,0.2,2.8,--,"6'11"" (2.11m)",258lb (117kg),USA,Syracuse,--,"November 8, 1984",Undrafted,3 Years,0
4495,C.J. Watson,Guard,17 ,6 ,10 ,3 ,6 ,6 ,3 ,1 ,600,4344,FALSE,7.2,2.5,1.9,--,"6'2"" (1.88m)",175lb (79kg),USA,Tennessee,--,"April 17, 1984",Undrafted,11 Years,0
4496,Earl Watson,Guard,13 ,4 ,5 ,2 ,5 ,3 ,1 ,1 ,878,5593,FALSE,6.4,4.4,2.3,--,"6'1"" (1.85m)",199lb (90kg),USA,UCLA,--,"June 12, 1979",2001 R2 Pick 39,13 Years,0
4497,Jamie Watson,--,6 ,1 ,1 ,1 ,3 ,--,--,1 ,102,323,FALSE,3.2,1.1,1.5,--,"6'7"" (2.01m)",190lb (86kg),USA,South Carolina,--,"February 23, 1972",1994 R2 Pick 47,4 Years,0
4498,Paul Watson,--,2 ,--,1 ,1 ,1 ,--,--,--,46,173,FALSE,3.8,0.7,1.9,--,"6'6"" (1.98m)",210lb (95kg),USA,Fresno State,--,"December 30, 1994",Undrafted,3 Years,0
4499,Peyton Watson,Guard,3 ,2 ,1 ,--,1 ,--,1 ,1 ,23,75,FALSE,3.3,0.5,1.6,8.7,"6'7"" (2.01m)",200lb (91kg),USA,UCLA,20 years,"September 11, 2002",2022 R1 Pick 30,Rookie,0
4500,Ron Watts,Forward,3 ,--,--,--,1 ,1 ,--,--,28,40,FALSE,1.4,0.1,1.4,--,"6'6"" (1.98m)",210lb (95kg),USA,Wake Forest,--,"May 21, 1943",1965 R2 Pick 17,2 Years,0
4501,Slick Watts,Guard,24 ,6 ,12 ,6 ,10 ,4 ,--,1 ,437,3901,FALSE,8.9,6.1,3.2,--,"6'1"" (1.85m)",175lb (79kg),USA,Xavier of Louisiana,--,"July 22, 1951",Undrafted,6 Years,2
4502,Maalik Wayns,--,--,--,--,--,--,--,--,--,29,78,FALSE,2.7,1,0.3,--,"6'1"" (1.85m)",195lb (88kg),USA,Villanova,--,"May 2, 1991",Undrafted,3 Years,0
4503,David Wear,--,--,--,--,--,--,--,--,--,2,0,FALSE,--,0.5,1,--,"6'10"" (2.08m)",230lb (104kg),USA,UCLA,--,"September 21, 1990",Undrafted,1 Year,0
4504,Travis Wear,Forward,--,--,--,--,--,--,--,--,68,274,FALSE,4,0.7,2.1,--,"6'10"" (2.08m)",225lb (102kg),USA,UCLA,--,"September 21, 1990",Undrafted,3 Years,0
4505,Clar. Weatherspoon,Forward,18 ,10 ,1 ,3 ,8 ,5 ,--,1 ,915,10483,FALSE,11.5,1.5,7.5,--,"6'7"" (2.01m)",270lb (122kg),USA,Southern Mississippi,--,"September 8, 1970",1992 R1 Pick 9,14 Years,1
4506,Nick Weatherspoon,Forward,21 ,11 ,3 ,2 ,9 ,7 ,--,2 ,453,4086,FALSE,9,0.9,4.9,--,"6'7"" (2.01m)",195lb (88kg),USA,Illinois,--,"July 20, 1950",1973 R1 Pick 13,7 Years,1
4507,Quinndary Weatherspoon,Guard,--,--,--,--,--,--,--,--,42,88,FALSE,2.1,0.6,0.8,--,"6'3"" (1.91m)",205lb (93kg),USA,Mississippi State,26 years,"September 10, 1996",2019 R2 Pick 49,4 Years,0
4508,Kyle Weaver,--,2 ,2 ,2 ,--,1 ,--,--,--,73,363,FALSE,5,1.6,2.2,--,"6'6"" (1.98m)",201lb (91kg),USA,Washington State,--,"February 18, 1986",2008 R2 Pick 38,3 Years,0
4509,Jeff Webb,Guard,4 ,--,1 ,--,1 ,2 ,--,--,75,161,FALSE,2.1,0.6,0.8,--,"6'4"" (1.93m)",170lb (77kg),USA,Kansas State,--,"July 6, 1948",Undrafted,2 Years,0
4510,Marcus Webb,Forward,--,--,--,--,--,--,--,--,9,39,FALSE,4.3,0.2,1.1,--,"6'9"" (2.06m)",255lb (116kg),USA,Alabama,--,"May 9, 1970",Undrafted,1 Year,0
4511,Spud Webb,--,21 ,7 ,18 ,3 ,10 ,13 ,2 ,1 ,814,8072,FALSE,9.9,5.3,2.1,--,"5'6"" (1.68m)",133lb (60kg),USA,North Carolina State,--,"July 13, 1963",1985 R4 Pick 87,12 Years,0
4512,James Webb III,Forward,--,--,--,--,--,--,--,--,10,16,FALSE,1.6,0.4,2.4,--,"6'9"" (2.06m)",202lb (92kg),USA,Boise State,--,"August 19, 1993",2016,1 Year,0
4513,Chris Webber,--,34 ,18 ,13 ,4 ,15 ,11 ,3 ,7 ,831,17182,FALSE,20.7,4.2,9.8,--,"6'10"" (2.08m)",245lb (111kg),USA,Michigan,--,"March 1, 1973",1993 R1 Pick 1,15 Years,22
4514,Briante Weber,Guard,--,--,1 ,1 ,--,--,--,--,45,143,FALSE,3.2,1.4,1.9,--,"6'2"" (1.88m)",165lb (75kg),USA,Virginia Commonwealth,30 years,"December 29, 1992",Undrafted,4 Years,0
4515,Forest Weber,Center,--,--,--,--,--,--,--,--,50,173,FALSE,3.5,0.1,--,--,"6'6"" (1.98m)",225lb (102kg),USA,Purdue,--,"March 18, 1918",Undrafted,1 Year,0
4516,Jeff Webster,Forward,--,--,--,--,--,--,--,--,11,18,FALSE,1.6,0.3,0.6,--,"6'8"" (2.03m)",232lb (105kg),USA,Oklahoma,--,"February 19, 1971",1994 R2 Pick 40,1 Year,0
4517,Martell Webster,Forward-Guard,19 ,8 ,2 ,4 ,6 ,4 ,3 ,2 ,580,5056,FALSE,8.7,1,3.1,--,"6'7"" (2.01m)",230lb (104kg),USA,Seattle Preparatory HS (WA),--,"December 4, 1986",2005 R1 Pick 6,11 Years,0
4518,Marvin Webster,Center,28 ,23 ,7 ,2 ,10 ,12 ,--,7 ,579,4137,FALSE,7.1,1.2,7,--,"7'1"" (2.16m)",225lb (102kg),USA,Morgan State,--,"April 13, 1952",1975 R1 Pick 3,9 Years,0
4519,Scott Wedman,Forward,32 ,10 ,9 ,3 ,14 ,7 ,4 ,2 ,906,11916,FALSE,13.2,2,4.8,--,"6'7"" (2.01m)",215lb (98kg),USA,Colorado,--,"July 29, 1952",1974 R1 Pick 6,13 Years,3
4520,Sonny Weems,--,--,--,--,--,--,--,--,--,183,1189,FALSE,6.5,1.4,2.2,--,"6'6"" (1.98m)",205lb (93kg),USA,Arkansas,--,"July 8, 1986",2008 R2 Pick 39,4 Years,0
4521,Dick Wehr,Forward,--,--,--,--,--,--,--,--,9,12,FALSE,1.3,0.3,--,--,"6'4"" (1.93m)",180lb (82kg),USA,Rice,--,"December 9, 1925",1948,1 Year,0
4522,Brant Weidner,Forward,--,--,--,--,--,--,--,--,8,8,FALSE,1,--,1.4,--,"6'9"" (2.06m)",230lb (104kg),USA,William & Mary,--,"October 28, 1960",1983 R4 Pick 90,1 Year,0
4523,Bob Weiss,Guard,25 ,3 ,13 ,1 ,10 ,7 ,--,--,783,5989,FALSE,7.6,3.7,1.8,--,"6'3"" (1.91m)",180lb (82kg),USA,Penn State,--,"May 7, 1942",1965 R3 Pick 22,12 Years,0
4524,Rick Weitzman,Guard,2 ,--,1 ,--,1 ,--,--,--,25,33,FALSE,1.3,0.3,0.4,--,"6'2"" (1.88m)",175lb (79kg),USA,Northeastern,--,"April 30, 1946",1967 R10 Pick 110,1 Year,0
4525,Bonzi Wells,Guard-Forward,45 ,17 ,7 ,5 ,16 ,9 ,5 ,2 ,591,7147,FALSE,12.1,2.1,4.6,--,"6'5"" (1.96m)",210lb (95kg),USA,Ball State,--,"September 28, 1976",1998 R1 Pick 11,11 Years,0
4526,Bubba Wells,Forward,--,--,--,--,--,--,--,--,39,128,FALSE,3.3,0.9,1.7,--,"6'5"" (1.96m)",230lb (104kg),USA,Austin Peay,--,"July 26, 1974",1997 R2 Pick 34,1 Year,0
4527,Owen Wells,Forward,2 ,1 ,1 ,--,1 ,--,--,--,33,99,FALSE,3,0.7,1.1,--,"6'7"" (2.01m)",200lb (91kg),USA,Detroit,--,"December 9, 1950",1974 R5 Pick 77,1 Year,0
4528,Ralph Wells,Guard,--,--,--,--,--,--,--,--,3,2,FALSE,0.7,2.3,2,--,"6'1"" (1.85m)",180lb (82kg),USA,Northwestern,--,"September 3, 1940",Undrafted,1 Year,0
4529,Chris Welp,Center,2 ,4 ,--,--,1 ,--,--,--,109,359,FALSE,3.3,0.4,2.4,--,"7'0"" (2.13m)",245lb (111kg),USA,Washington,--,"January 2, 1964",1987 R1 Pick 16,3 Years,0
4530,Jiri Welsch,Forward,11 ,6 ,4 ,1 ,3 ,6 ,1 ,--,247,1519,FALSE,6.1,1.5,2.4,--,"6'7"" (2.01m)",208lb (94kg),Czech Republic,Union Olimpija,--,"January 27, 1980",2002 R1 Pick 16,4 Years,0
4531,Thomas Welsh,Center,--,--,--,--,--,--,--,--,11,18,FALSE,1.6,0.5,0.4,--,"7'0"" (2.13m)",255lb (116kg),USA,UCLA,--,"February 3, 1996",2018 R2 Pick 58,2 Years,0
4532,Bill Wennington,--,14 ,5 ,3 ,3 ,5 ,4 ,1 ,1 ,720,3301,FALSE,4.6,0.6,3,--,"7'0"" (2.13m)",245lb (111kg),USA,St. John's (NY),--,"April 26, 1963",1985 R1 Pick 16,13 Years,0
4533,Matt Wenstrom,Center,--,--,--,--,--,--,--,--,11,18,FALSE,1.6,--,1.1,--,"7'1"" (2.16m)",250lb (113kg),USA,North Carolina,--,"November 4, 1970",Undrafted,1 Year,0
4534,Robert Werdann,Center,--,--,--,--,--,--,--,--,47,101,FALSE,2.1,0.2,1.7,--,"6'11"" (2.11m)",250lb (113kg),USA,St. John's (NY),--,"September 12, 1970",1992 R2 Pick 46,2 Years,0
4535,Ray Wertis,Guard,10 ,--,--,--,4 ,2 ,--,--,68,246,FALSE,3.6,0.7,--,--,"5'11"" (1.80m)",--,USA,St. John's (NY),--,"January 1, 1922",Undrafted,2 Years,0
4536,Blake Wesley,Guard,--,--,--,--,--,--,--,--,37,184,FALSE,5,2.6,2.2,3.1,"6'4"" (1.93m)",185lb (84kg),USA,Notre Dame,20 years,"March 16, 2003",2022 R1 Pick 25,Rookie,0
4537,David Wesley,Guard,27 ,6 ,12 ,5 ,9 ,9 ,5 ,1 ,949,11842,FALSE,12.5,4.4,2.5,--,"6'1"" (1.85m)",203lb (92kg),USA,Baylor,--,"November 14, 1970",Undrafted,15 Years,0
4538,Walt Wesley,Center,11 ,--,1 ,--,5 ,4 ,--,--,590,5002,FALSE,8.5,0.7,5.5,--,"6'11"" (2.11m)",220lb (100kg),USA,Kansas,--,"January 25, 1945",1966 R1 Pick 6,10 Years,0
4539,David West,Forward,38 ,14 ,8 ,3 ,16 ,9 ,1 ,6 ,1034,14034,FALSE,13.6,2.2,6.4,--,"6'9"" (2.06m)",250lb (113kg),USA,Xavier,--,"August 29, 1980",2003 R1 Pick 18,16 Years,1
4540,Delonte West,Guard,22 ,7 ,9 ,4 ,9 ,10 ,5 ,4 ,432,4198,FALSE,9.7,3.6,2.9,--,"6'3"" (1.91m)",180lb (82kg),USA,St. Joseph's (PA),--,"July 26, 1983",2004 R1 Pick 24,9 Years,0
4541,Doug West,--,16 ,2 ,3 ,1 ,6 ,6 ,--,1 ,676,6477,FALSE,9.6,1.9,2.5,--,--,--,USA,Villanova,--,"May 27, 1967",1989 R2 Pick 38,12 Years,0
4542,Jerry West,Guard,53 ,2 ,19 ,--,21 ,20 ,--,--,932,25192,TRUE,27,6.7,5.8,--,"6'3"" (1.91m)",175lb (79kg),USA,West Virginia,--,"May 28, 1938",1960 R1 Pick 2,14 Years,21
4543,Mario West,Guard,2 ,2 ,1 ,1 ,1 ,1 ,--,--,162,154,FALSE,1,0.3,0.9,--,"6'5"" (1.96m)",210lb (95kg),USA,Georgia Tech,--,"June 19, 1984",Undrafted,5 Years,0
4544,Mario West,Guard,2 ,2 ,1 ,1 ,1 ,1 ,--,--,162,154,FALSE,5.7,0.4,4.9,--,"6'10"" (2.08m)",230lb (104kg),USA,Old Dominion,--,"November 5, 1960",1983 R2 Pick 30,17 Years,0
4545,Roland West,Guard,--,--,--,--,--,--,--,--,4,4,FALSE,1,--,1.3,--,"6'4"" (1.93m)",178lb (81kg),USA,Cincinnati,--,"June 6, 1944",1967 R20 Pick 162,1 Year,0
4546,Russell Westbrook,Guard,51 ,21 ,16 ,7 ,20 ,17 ,7 ,3 ,1094,24457,FALSE,15.9,7.5,5.8,11.5,"6'3"" (1.91m)",200lb (91kg),USA,UCLA,34 years,"November 12, 1988",2008 R1 Pick 4,14 Years,44
4547,Paul Westphal,Guard,39 ,6 ,10 ,5 ,16 ,10 ,1 ,3 ,823,12809,FALSE,15.6,4.4,1.9,--,"6'4"" (1.93m)",195lb (88kg),USA,Southern California,--,"November 30, 1950",1972 R1 Pick 10,12 Years,5
4548,John Wetzel,Guard,4 ,1 ,2 ,--,2 ,2 ,--,--,357,1215,FALSE,3.4,1.4,1.9,--,"6'5"" (1.96m)",190lb (86kg),USA,Virginia Tech,--,"October 22, 1944",1966 R8 Pick 75,7 Years,0
4549,Robert Whaley,--,--,--,--,--,--,--,--,--,23,49,FALSE,2.1,0.7,1.9,--,"6'10"" (2.08m)",260lb (118kg),USA,Walsh,--,"April 16, 1982",2005 R2 Pick 51,1 Year,0
4550,Ennis Whatley,--,6 ,4 ,5 ,2 ,3 ,2 ,--,--,385,2150,FALSE,5.6,4.6,1.8,--,"6'3"" (1.91m)",177lb (80kg),USA,Alabama,--,"August 11, 1962",1983 R1 Pick 13,10 Years,0
4551,DeJuan Wheat,Guard,2 ,1 ,--,1 ,1 ,--,--,--,80,265,FALSE,3.3,1.6,0.7,--,"6'0"" (1.83m)",165lb (75kg),USA,Louisville,--,"October 14, 1973",1997 R2 Pick 51,2 Years,0
4552,Clinton Wheeler,Guard,--,--,--,--,--,--,--,--,87,254,FALSE,2.9,1.8,0.8,--,"6'1"" (1.85m)",185lb (84kg),USA,William Paterson,--,"October 27, 1959",1981 R7 Pick 150,2 Years,0
4553,Tyson Wheeler,--,--,--,--,--,--,--,--,--,1,4,FALSE,4,2,--,--,"5'10"" (1.78m)",165lb (75kg),USA,Rhode Island,--,"October 8, 1975",1998 R2 Pick 47,1 Year,0
4554,Lucian Whitaker,Guard,--,--,--,--,--,--,--,--,3,2,FALSE,0.7,0.3,0.3,--,"6'1"" (1.85m)",180lb (82kg),USA,Kentucky,--,"August 29, 1930",1952,1 Year,0
4555,Coby White,Guard,17 ,8 ,4 ,1 ,6 ,2 ,4 ,--,269,3387,FALSE,9.7,2.8,2.9,8.8,"6'5"" (1.96m)",195lb (88kg),USA,North Carolina,23 years,"February 16, 2000",2019 R1 Pick 7,3 Years,2
4556,DJ White,Forward,--,2 ,--,--,--,--,--,--,138,810,FALSE,5.9,0.6,3.2,--,"6'9"" (2.06m)",250lb (113kg),USA,Indiana,--,"August 31, 1986",2008 R1 Pick 29,6 Years,0
4557,Derrick White,Guard,36 ,8 ,7 ,3 ,15 ,6 ,5 ,3 ,345,4044,FALSE,12.4,3.9,3.6,10,"6'4"" (1.93m)",190lb (86kg),USA,Colorado,28 years,"July 2, 1994",2017 R1 Pick 29,5 Years,1
4558,Eric White,Forward,--,--,--,--,--,--,--,--,55,336,FALSE,6.1,0.5,2.4,--,"6'8"" (2.03m)",200lb (91kg),USA,Pepperdine,--,"December 30, 1965",1987 R3 Pick 65,2 Years,0
4559,Herb White,Guard,--,--,--,--,--,--,--,--,38,90,FALSE,2.4,1.2,1.3,--,"6'2"" (1.88m)",195lb (88kg),USA,Georgia,--,"June 15, 1948",1970 R8 Pick 133,1 Year,0
4560,Hubie White,Guard,--,--,--,--,--,--,--,--,52,171,FALSE,3.3,0.8,1.5,--,"6'4"" (1.93m)",205lb (93kg),USA,Villanova,--,"January 26, 1940",1962 R2 Pick 14,2 Years,0
4561,Jack White,Forward,--,--,--,--,--,--,--,--,17,21,FALSE,1.2,0.2,1,8.7,"6'7"" (2.01m)",225lb (102kg),Australia,Duke,25 years,"August 5, 1997",Undrafted,Rookie,0
4562,Jahidi White,--,--,--,--,--,--,--,--,--,334,1954,FALSE,5.9,0.2,5.8,--,"6'9"" (2.06m)",290lb (132kg),USA,Georgetown,--,"February 19, 1976",1998 R2 Pick 43,7 Years,0
4563,James White,Guard-Forward,4 ,2 ,--,--,2 ,--,1 ,--,67,182,FALSE,2.7,0.5,1,--,"6'7"" (2.01m)",215lb (98kg),USA,Cincinnati,--,"October 21, 1982",2006 R2 Pick 31,4 Years,0
4564,Jojo White,Guard,40 ,8 ,11 ,4 ,16 ,11 ,--,1 ,837,14399,TRUE,17.2,4.9,4,--,"6'3"" (1.91m)",190lb (86kg),USA,Kansas,--,"November 16, 1946",1969 R1 Pick 9,12 Years,6
4565,Okaro White,--,--,--,--,--,--,--,--,--,44,118,FALSE,2.7,0.5,2.2,--,"6'8"" (2.03m)",205lb (93kg),USA,Florida State,--,"August 13, 1992",Undrafted,4 Years,0
4566,Randy White,Forward,--,--,--,--,--,--,--,--,281,2083,FALSE,7.4,0.6,4.9,--,"6'8"" (2.03m)",240lb (109kg),USA,Louisiana Tech,--,"November 4, 1967",1989 R1 Pick 8,5 Years,0
4567,Rodney White,Forward,6 ,3 ,--,1 ,3 ,--,--,--,218,1540,FALSE,7.1,1.1,2.2,--,"6'9"" (2.06m)",230lb (104kg),USA,North Carolina-Charlotte,--,"June 28, 1980",2001 R1 Pick 9,5 Years,0
4568,Rory White,Forward,8 ,6 ,--,--,4 ,2 ,--,--,324,2387,FALSE,7.4,0.7,2.3,--,"6'8"" (2.03m)",210lb (95kg),USA,South Alabama,--,"August 16, 1959",1982 R4 Pick 86,5 Years,0
4569,Royce White,--,--,--,--,--,--,--,--,--,3,0,FALSE,--,--,--,--,"6'8"" (2.03m)",260lb (118kg),USA,Iowa State,--,"April 10, 1991",2012 R1 Pick 16,2 Years,0
4570,Rudy White,Guard,2 ,1 ,--,1 ,1 ,--,--,--,124,384,FALSE,3.1,0.9,1,--,"6'2"" (1.88m)",195lb (88kg),USA,Arizona State,--,"June 23, 1953",1975 R3 Pick 47,5 Years,0
4571,Rudy White,Guard,2 ,1 ,--,1 ,1 ,--,--,--,124,384,FALSE,--,--,--,--,"6'5"" (1.96m)",213lb (97kg),USA,Mississippi,--,"March 7, 1990",2010 R2 Pick 36,3 Years,0
4572,Tony White,Guard,--,--,--,--,--,--,--,--,49,261,FALSE,5.3,1.2,0.6,--,"6'2"" (1.88m)",170lb (77kg),USA,Tennessee,--,"February 15, 1965",1987 R2 Pick 33,1 Year,0
4573,Willie White,Guard,15 ,6 ,5 ,2 ,6 ,2 ,1 ,--,82,302,FALSE,3.7,1,1,--,"6'3"" (1.91m)",195lb (88kg),USA,Tennessee-Chattanooga,--,"August 20, 1962",1984 R2 Pick 42,2 Years,0
4574,Andrew White III,Forward,--,--,--,--,--,--,--,--,15,69,FALSE,4.6,0.4,2.3,--,"6'7"" (2.01m)",210lb (95kg),USA,Syracuse,--,"June 16, 1993",2017,2 Years,0
4575,Isaiah Whitehead,Guard,--,--,--,--,--,--,--,--,89,643,FALSE,7.2,2.4,2.4,--,"6'4"" (1.93m)",213lb (97kg),USA,Seton Hall,--,"March 8, 1995",2016 R2 Pick 42,3 Years,0
4576,Jerome Whitehead,Center,6 ,3 ,1 ,1 ,3 ,1 ,--,1 ,679,4423,FALSE,6.5,0.6,4.8,--,"6'10"" (2.08m)",220lb (100kg),USA,Marquette,--,"September 30, 1956",1978 R2 Pick 41,11 Years,0
4577,Donald Whiteside,--,--,--,--,--,--,--,--,--,30,61,FALSE,2,1.2,0.4,--,"5'10"" (1.78m)",160lb (73kg),USA,Northern Illinois,--,"April 25, 1969",Undrafted,2 Years,0
4578,Hassan Whiteside,Center,21 ,18 ,1 ,3 ,9 ,7 ,1 ,5 ,511,6450,FALSE,12.6,0.6,10.8,--,"7'0"" (2.13m)",265lb (120kg),USA,Marshall,--,"June 13, 1989",2010 R2 Pick 33,11 Years,2
4579,Dwayne Whitfield,Forward,--,--,--,--,--,--,--,--,8,40,FALSE,5,0.3,3.1,--,"6'7"" (2.01m)",240lb (109kg),USA,Jackson State,--,"August 21, 1972",1995 R2 Pick 40,1 Year,0
4580,Charles Whitney,Forward,--,--,--,--,--,--,--,--,70,404,FALSE,5.8,1.2,2.1,--,"6'5"" (1.96m)",235lb (107kg),USA,North Carolina State,--,"June 22, 1957",1980 R1 Pick 16,2 Years,0
4581,Chris Whitney,Guard,8 ,3 ,6 ,1 ,2 ,2 ,2 ,1 ,579,3738,FALSE,6.5,2.8,1.4,--,"6'0"" (1.83m)",175lb (79kg),USA,Clemson,--,"October 5, 1971",1993 R2 Pick 47,12 Years,0
